filename,length,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00020.wav,661794,-230.36377,127.07773,7.114696,39.76706,1.9217218,17.410606,-5.626918,8.240665,-18.116041,13.844725,-3.757111,2.579849,-4.3167143,6.797995,-6.167014,-6.2006335,-4.5018964,-1.8255955,-0.51590997,1.5071841,2991.4739,398.07623,600.8571,176.14313,116.51431,100.25458,79.74257,69.54471,60.19829,72.76631,71.62291,74.64721,62.637444,62.173153,60.735435,49.926773,52.95938,73.52652,94.89345,73.90532,blues
blues.00021.wav,661794,-264.67123,138.85434,11.16733,48.52393,14.904311,20.586437,3.2061763,1.2635795,-15.839374,15.975113,3.358218,-1.5066409,1.8969208,6.3134995,-0.99598396,-2.4147837,-3.6791575,0.49927172,5.04406,-0.78631675,6345.626,1002.2041,1284.5377,371.54575,248.33815,130.11343,120.05831,104.49173,95.46974,85.37116,79.20666,71.988625,70.08841,68.55711,82.19687,89.58452,94.017494,119.29522,117.82999,148.60608,blues
blues.00022.wav,661794,-233.96312,136.14453,3.3066363,48.930626,8.705183,13.9895115,5.3627157,0.41018918,-13.483556,16.860369,5.134752,-2.2307272,3.9538214,5.313212,0.8079429,-1.1003898,-4.539631,-2.4259493,3.324436,-0.6058455,6509.281,960.4708,1163.8741,384.26346,304.84952,165.53711,105.599846,128.23848,152.1022,82.796326,114.451004,77.28121,66.055695,83.36122,101.081406,80.344925,78.678024,100.483795,119.4117,143.51231,blues
blues.00023.wav,661794,-227.25581,137.76518,-14.502318,63.57536,5.6017485,11.988768,1.889149,-1.8709356,-7.618036,-2.4516423,-2.8980217,-9.433825,-10.939208,3.5636463,4.152738,0.09471214,-2.9802272,-1.3866447,7.5348935,-3.0437849,4147.6074,507.5581,1246.1584,211.15266,152.66402,93.659,102.64116,87.33669,97.591866,97.70908,104.23408,87.9954,115.80896,68.978676,77.36325,45.24719,66.90195,82.57285,93.496346,74.128494,blues
blues.00024.wav,661794,-274.37686,130.4074,-6.3574677,70.388214,13.269663,9.47218,7.7330894,-1.2365491,-0.5709879,-2.2971628,3.7794154,0.08548219,-0.93685704,2.2968416,4.289634,-1.6617898,-10.439051,-6.7934256,-1.0635624,-1.5890816,5924.8003,500.8038,1344.0231,311.7387,230.56119,155.64836,121.60071,150.37361,94.24416,68.919876,76.800316,73.5734,126.735825,63.197533,69.65587,47.92019,49.141697,39.444973,44.270493,83.570595,blues
blues.00025.wav,661794,-249.31532,131.0003,0.67786974,66.70416,17.911272,4.623277,6.603809,1.2421156,1.4099407,-1.5849273,-0.97253865,-3.5726156,-2.9297993,4.596162,7.480731,-0.19306445,-2.8259153,-2.6829553,0.7411384,-0.52923673,3980.736,338.50735,1580.1908,298.61566,183.65318,173.33278,96.48937,98.33923,75.79728,91.830666,101.330246,85.18096,86.335526,62.468098,91.70918,100.69795,87.40056,77.343185,76.08364,67.70007,blues
blues.00026.wav,661794,-284.64053,108.8013,9.085323,51.198055,18.071894,7.602153,8.755716,2.3540905,0.003366896,2.248496,4.1991243,-3.283063,1.6176822,2.6794717,3.343795,3.2793775,-4.533183,0.4880683,5.9214964,3.2215703,6207.3477,676.06573,1446.063,296.80777,210.99843,182.0277,122.10806,103.20929,93.53013,106.16796,84.38271,97.82628,68.62857,74.290184,91.92342,115.938484,137.9183,105.94682,140.69295,169.82376,blues
blues.00027.wav,661794,-228.20981,130.32315,-23.311424,70.20094,1.1310546,7.5844274,0.90051067,1.9828156,-6.164415,-9.382748,-2.56378,-4.5257525,-0.26046446,0.1755217,-1.5229119,1.4664073,-6.9791346,-8.328394,4.236806,0.9886392,2815.958,689.95447,927.98785,397.9532,181.88174,154.20238,100.41967,88.35226,61.905853,86.13056,107.91657,59.041115,67.84676,57.086914,79.50957,80.5799,65.108315,91.9456,119.7528,132.10327,blues
blues.00028.wav,661794,-248.98882,139.05774,-16.270872,57.13715,20.188509,10.186956,4.5429106,0.3310717,-7.874579,-3.4545715,-2.6574361,-2.8329575,-0.90465844,-2.4093251,2.569936,-5.852057,-12.404833,-7.313381,-0.9378718,-2.6867254,4964.0073,398.28052,1166.663,329.4485,158.3459,133.32623,126.42923,118.355316,69.87778,68.56334,79.54141,66.70448,95.48187,55.081116,62.290073,46.473347,55.91352,37.54183,48.689465,86.73025,blues
blues.00029.wav,661794,-233.72896,101.19028,17.647951,23.734175,2.0825438,25.9364,-16.956388,15.084955,-22.273956,4.381612,-23.201658,-6.05058,-5.067928,1.0592707,-5.7868657,-8.313064,-11.38215,-6.724382,-10.0169525,-14.028804,3688.85,885.8513,375.4878,219.24657,227.66199,135.67194,339.4589,113.63859,98.40875,122.77799,167.50305,81.772095,80.905876,100.04269,88.92257,84.29247,98.43828,96.67705,74.02881,77.91388,blues
blues.00030.wav,661794,-206.93231,117.80414,23.241365,28.308992,-1.1260132,18.867395,-21.97302,17.844069,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,-8.119411,-8.629657,-15.530965,-15.322778,-9.662423,-10.0919695,-17.832165,2026.6401,764.1085,281.3579,261.49713,194.9533,161.0417,212.6114,137.40965,200.27426,103.15011,73.17125,60.436718,72.88707,86.05739,115.77819,85.818115,78.13769,97.2667,55.352222,91.05503,blues
blues.00031.wav,661794,-221.87302,110.85541,18.636082,30.922962,3.2964358,22.585634,-20.403688,12.121834,-26.332516,-4.367301,-26.395552,-13.047179,-12.667627,-1.8228295,-7.2550516,-6.657476,-14.686027,-11.712328,-11.020866,-13.389481,2513.974,586.8428,190.58784,180.63815,221.49924,100.68283,318.7187,114.59195,109.08706,102.30622,128.95964,107.55589,146.53848,95.12385,110.93407,109.04436,103.23418,115.936676,118.59874,98.61717,blues
blues.00032.wav,661794,-288.7327,105.90115,18.776207,23.682646,5.682041,25.54894,-13.463248,12.437668,-11.963671,1.5746145,-15.640524,-6.632071,-11.693039,-2.9267633,-7.3757157,-15.693879,-10.976883,-10.892728,-18.505383,-19.104548,5323.1523,830.2601,434.1165,342.79742,381.82187,164.3714,228.39383,125.72974,196.45099,132.40097,126.35919,81.808914,102.519936,105.326614,82.141106,54.5505,61.257072,45.017773,55.916237,75.404,blues
blues.00033.wav,661794,-238.96988,108.68232,34.158817,30.207163,-0.4982214,27.279755,-21.37793,14.166392,-24.509222,-1.8904005,-28.051815,-11.25711,-16.457558,-7.6354294,-12.788068,-15.356443,-13.739163,-7.4004865,-10.083455,-13.290666,3233.1926,821.81665,279.43082,302.94168,237.67062,140.83844,286.94565,139.41835,117.53171,179.30968,127.23788,87.69799,90.94711,79.04844,63.500477,82.01531,141.19058,68.804756,70.49593,87.98247,blues
blues.00034.wav,661794,-217.18364,105.78522,15.602849,25.24884,-1.4500507,30.19327,-17.716623,17.319042,-27.213606,4.338282,-20.0573,-10.700286,-14.228785,-5.1557755,-3.4822617,-6.1949677,-15.323165,-6.8316145,-9.825101,-13.942625,3602.7393,534.36316,358.68716,219.49387,216.1421,117.5625,223.76057,126.62289,112.30533,177.36261,115.30781,70.88173,105.08399,83.06433,101.35747,66.593414,116.124695,93.74547,90.864044,92.869255,blues
blues.00035.wav,661794,-171.79478,120.28173,15.331755,21.094313,-5.3954434,24.185545,-24.130844,18.545134,-22.342924,1.3107387,-20.765268,-4.991692,-17.108126,-7.8740773,-15.293675,-9.349587,-8.917148,-8.521505,-14.332618,-19.928352,1942.2314,693.75885,269.35785,146.64313,175.75912,119.31768,145.69623,100.73704,139.55376,115.83126,68.11446,81.452614,86.66445,63.144863,43.675934,49.51067,42.966827,57.21726,57.128998,48.694195,blues
blues.00036.wav,661794,-200.18538,116.348595,17.990736,25.287697,0.28717074,24.193771,-22.253931,11.182934,-26.85432,-7.637254,-24.876745,-12.01083,-17.024942,-8.125702,-11.95662,-12.614474,-14.187263,-8.2080765,-15.015216,-10.310198,2877.2659,485.0395,199.17892,291.7281,179.5469,99.98776,307.0979,95.10762,97.19309,110.62419,123.22219,98.80671,77.78684,84.48968,79.80355,95.79239,94.36564,89.650894,65.760826,94.51647,blues
blues.00037.wav,661794,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.44259915,-12.38671,-8.909131,-9.215009,-9.087684,-8.995918,-7.6505117,-7.210644,-9.389374,-4.4802656,-3.6713593,7479.6553,631.9367,703.9579,170.87508,252.81631,248.64748,208.92761,154.98082,158.51395,83.66544,110.28233,111.05014,127.00471,133.88597,188.63664,194.24184,158.62628,177.03673,142.6425,176.12007,blues
blues.00038.wav,661794,-192.69032,111.157486,21.351843,26.39665,-0.64950144,23.487047,-25.476696,16.92198,-16.971931,5.785404,-25.736198,-5.053074,-17.632252,-7.9180593,-15.15891,-12.352484,-17.237364,-7.785286,-13.039022,-17.936373,3219.5322,761.12085,298.7114,250.49318,190.55286,170.55835,120.410194,142.14162,190.75023,97.52318,86.03964,73.36869,81.16406,57.760864,95.717606,66.2755,71.779366,67.224014,75.89793,59.24775,blues
blues.00039.wav,661794,-301.70804,111.53328,21.896053,16.15057,8.198791,22.081917,-8.601799,1.482753,-17.07776,-8.343712,-17.01078,-10.576027,-15.687029,-12.606835,-12.262773,-14.563126,-10.112008,-5.792038,-7.775544,-7.1875286,5069.131,593.70715,301.83075,242.19814,284.09628,138.40184,281.13818,121.01774,113.2535,113.54482,106.55903,89.24413,78.33143,82.62889,91.12252,145.25409,142.74948,78.83396,88.759796,137.50134,blues
blues.00040.wav,661794,-110.28503,90.71587,-2.5352986,74.0649,-11.763082,39.21094,-13.171311,20.544195,-17.162983,12.813971,-21.437147,5.957196,-8.026906,4.2406087,-16.484732,6.549282,-5.6958103,-3.6384895,-4.8583665,1.8528223,1287.2206,230.08464,227.63219,114.31479,113.63703,66.12265,86.4036,50.486946,47.09547,93.6166,41.14455,49.082108,47.1757,46.23159,33.921116,35.459675,39.59962,36.278416,48.273216,46.04521,blues
blues.00041.wav,661794,-107.203255,88.49289,-4.1719003,55.47785,-8.017714,38.413597,-6.4136615,28.575748,-19.81994,13.244699,-19.248566,12.076122,-4.5822673,3.7842402,-16.98895,11.621647,-7.361445,-3.665253,-7.176823,1.9731815,1419.8029,379.7692,324.48505,129.58539,107.06622,70.552185,89.60684,85.7531,54.84227,124.89747,68.81769,52.41346,56.835682,47.46231,40.62393,39.355213,43.54862,64.801155,56.37269,46.42788,blues
blues.00042.wav,661794,-159.5804,69.80602,-4.4021063,76.845116,3.9148974,45.175884,-4.860274,32.201576,-9.805075,7.809358,-21.826738,9.69575,-2.5847604,3.310845,-14.973027,10.230251,-4.0877013,-5.848176,-2.474032,6.654291,2440.7302,240.93677,515.50885,111.53496,118.930855,41.00289,58.225327,45.08898,68.46127,66.97892,72.388794,40.83332,79.62262,79.01617,67.14444,81.96653,67.381905,96.046234,164.30107,109.197914,blues
blues.00043.wav,661794,-109.1407,100.61965,-8.666455,47.35473,-6.5684648,39.617756,-8.521923,29.572607,-16.594837,13.170881,-24.213415,6.5830197,-8.652448,4.9302616,-15.44097,1.5342579,-6.754526,1.4151899,-3.9717412,3.2871604,2210.815,230.70453,385.68298,83.14722,89.786865,92.444595,90.903404,40.95626,58.71539,113.62957,41.129444,63.07721,43.544758,39.05341,38.63426,38.507557,45.063705,75.91011,40.517994,68.162865,blues
blues.00044.wav,661794,-109.53125,86.928795,-8.606027,64.480484,-6.302876,43.645935,-8.295386,28.5432,-14.081492,8.137968,-21.48412,11.087112,-5.095304,3.9801102,-12.8612,12.336353,0.017294973,-0.7424918,-5.1344843,3.2994614,826.4259,227.96939,278.8915,82.425156,55.136063,38.84447,51.664623,54.926594,77.67295,85.4961,69.62289,95.07037,91.48893,68.86648,52.823498,61.339622,73.309395,56.317486,96.02649,92.690956,blues
blues.00045.wav,661794,-163.24342,89.78384,12.974768,80.69835,3.6637852,39.73409,-5.409266,26.490927,-13.169032,2.7055442,-20.547695,6.011405,-2.906491,-0.43132126,-17.537827,4.1644506,-5.9858313,-7.8653197,-8.567485,1.8536396,670.5095,207.71284,135.03357,43.38687,32.905544,38.993317,44.051704,31.65119,38.00345,35.920006,38.958046,37.7739,50.266476,32.004784,38.933437,32.10293,36.089073,31.97952,31.832867,42.855568,blues
blues.00046.wav,661794,-182.60483,90.67421,14.124649,67.55299,2.6751466,38.430412,-8.419177,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.146392,0.19292586,-14.4914665,6.8628483,-4.4426827,-2.9876115,-4.8196287,5.403775,2274.7825,451.64325,267.42792,173.60051,117.743744,65.818344,147.15213,72.24034,59.92827,58.78226,44.46714,42.477383,49.57981,35.945488,40.24422,30.507635,40.173325,26.173864,35.693604,47.07941,blues
blues.00047.wav,661794,-149.96422,93.66389,6.3473334,71.49793,-8.129108,36.19368,-9.783754,17.647095,-21.112295,-0.13059251,-22.204636,5.4265747,-7.4643984,-4.32986,-12.407084,9.623548,-5.024197,-3.706093,2.3371365,4.1607966,1105.6041,195.0416,172.67284,97.69924,96.918175,39.43131,51.234764,66.103836,55.440456,64.503365,40.789864,35.168182,42.10929,40.663933,31.294378,46.48198,38.240665,45.884254,53.61159,43.578663,blues
blues.00048.wav,661794,-106.39663,102.66919,-20.160873,59.366913,-9.9604225,33.702366,-14.187068,23.52456,-13.328019,16.00551,-18.926493,7.8249474,-7.7978344,4.0406513,-11.352144,2.0696385,-5.736971,0.46918026,-1.911873,-3.1344142,1517.9182,267.90768,371.00046,124.0169,130.18051,59.640892,117.87982,93.78958,62.06677,79.12889,61.97999,69.017365,50.663826,53.92427,37.264824,46.9904,32.23198,65.80628,65.30709,46.62006,blues
blues.00049.wav,661794,-255.9631,110.83974,21.46607,67.558914,4.2955728,43.09501,-4.5027637,10.435256,-8.718685,1.6503063,-20.581207,-2.4358413,-7.1460285,-11.169808,-12.609448,2.7359974,-8.942252,-7.944726,-2.3537965,-0.71453446,3165.08,668.27625,351.95792,205.15274,197.54312,83.101395,74.39475,75.75681,102.61917,80.307846,69.41765,60.162605,66.05606,59.500637,42.929745,50.932285,59.672657,59.200394,70.382225,82.68333,blues
blues.00050.wav,661794,-83.02948,107.10441,-25.338032,57.1057,0.07983583,34.69768,-11.060305,20.54429,-11.203027,14.825528,-10.235623,12.548191,-9.764642,2.5628443,-6.2880325,3.0061862,-8.714563,-0.33176586,-2.9872003,0.7050282,2509.5986,316.2162,340.98523,204.6115,138.16528,73.1861,101.94978,52.305164,61.271088,59.461475,43.823353,50.467453,45.203983,45.17512,46.740517,33.840874,38.794834,57.00844,42.431816,55.68767,blues
blues.00051.wav,661794,-55.631004,114.95141,-37.049217,64.900314,-7.169982,15.256333,-16.24762,18.646313,-9.762152,21.460814,-5.6624627,12.79181,-16.540876,3.7969825,-7.9076314,8.472277,-4.0752034,3.2032907,-5.187771,-1.2790167,1014.55774,318.53687,205.5737,68.89226,93.64659,115.05756,97.87429,77.943886,68.545074,73.4028,72.087036,99.36485,55.854927,54.19585,57.959457,56.33434,47.154327,50.193645,54.77276,58.008457,blues
blues.00052.wav,661794,-225.26271,117.62648,-14.538812,64.79437,12.911808,19.036669,10.6702,9.886925,-2.3937404,11.683764,1.5412838,3.0635996,-7.6256156,-8.957072,-4.346201,-0.06465932,-2.5570846,-3.4438667,-3.872518,1.3121448,7871.0464,672.1619,816.21326,174.49081,315.26712,251.62286,197.24173,112.87493,101.8269,65.77375,62.279003,59.637043,54.692165,87.35695,51.304234,48.17427,46.67855,91.49214,94.571495,82.4674,blues
blues.00053.wav,661794,-76.74658,105.75112,-43.19778,60.95989,-8.785326,21.246374,-12.868537,18.610828,-11.40945,14.548587,-6.0564647,12.733198,-9.375089,1.3552763,-3.6205277,7.000211,-4.0652156,-0.27187517,-3.706461,-0.49440077,2906.9238,433.04803,390.98105,407.7968,203.90242,121.12704,165.63159,148.90994,57.17356,78.550735,68.951935,64.54293,54.858944,64.26356,57.133423,44.680176,60.58689,52.622406,54.572727,56.850132,blues
blues.00054.wav,661794,-57.941685,109.00659,-36.218674,64.04492,1.4201568,26.318417,-17.484892,20.42565,-9.550732,18.168362,-6.064984,13.87447,-11.29574,4.6680374,-6.410876,3.218438,-8.080516,-1.7162848,-5.4286165,-2.57979,1750.9502,452.61124,304.32977,150.6748,179.84013,87.48059,150.73872,60.39397,58.49989,63.47161,61.512093,63.693775,42.708954,59.19183,37.910873,42.395767,33.450294,43.31504,35.2001,38.440536,blues
blues.00055.wav,661794,-98.771095,104.79962,-35.097168,60.695194,-2.8405917,22.22947,-7.8310776,19.035412,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,0.3553742,-4.2638063,6.1363654,-4.823618,1.4952294,-1.4962362,3.505474,3341.319,339.91983,349.46454,284.70822,155.0658,125.88605,108.29333,104.48121,51.421986,105.1616,57.943047,67.97816,58.218307,55.419827,43.398426,44.320038,57.02419,43.53774,69.95196,40.338097,blues
